text,source,source_lan,source_label,google_trans_en,source_dataset
他无数次带着专家学者翻山越岭、跋山涉水采集工作数据，走遍了保护区的峰峦山谷、犄角旮旯。,corevalue,cz,loya,"He has led experts and scholars countless times over mountains and rivers to collect work data, and has visited the peaks, valleys, and corners of the reserve.",BM_CV
镇残联理事会的工作人员不会使用电脑，身为理事长的他包揽那些低保户和五保户等材料的录入工作，加班到凌晨一两点是经常的事。,corevalue,cz,loya,"The staff of the town Disabled Persons' Federation board of directors cannot use computers. As the chairman, he is responsible for inputting materials for households with minimum living allowances and households with five guarantees. It is common for him to work overtime until one or two in the morning.",BM_CV
航空公司某员工用泰语对中国乘客大声喊叫，只斥责中国乘客违反了手提行李重量的有关规定。,corevalue,cz,loya,"An airline employee yelled at a Chinese passenger in Thai, only scolding the Chinese passenger for violating the relevant regulations on the weight of hand luggage.",BM_CV
其实，一两年前，刘胜平就感觉到身体出现了一些问题，但因为医疗保健意识不够强，又舍不得离开岗位和学生，就一直带病坚持工作。,corevalue,cz,loya,"In fact, Liu Shengping felt that he had some physical problems a year or two ago, but because he did not have a strong awareness of medical care and was reluctant to leave his job and his students, he continued to work despite his illness.",BM_CV
在杨靖宇小学，德育副校长于学慧采取多种形式开展革命传统教育，让每一个学生都了解杨靖宇将军的英雄事迹、会讲杨靖宇将军的战斗故事、会唱《东北抗日联军第一路军军歌》。,corevalue,cz,loya,"In Yang Jingyu Primary School, Vice Principal of Moral Education Yu Xuehui adopts various forms to carry out revolutionary traditional education, so that every student can understand the heroic deeds of General Yang Jingyu, tell the battle stories of General Yang Jingyu, and sing ""The First Order of the Northeast Anti-Japanese Allied Forces"" ""Road Army Military Song"".",BM_CV
王刚写了许多支持台湾回归的文章。,corevalue,cz,loya,Wang Gang wrote many articles supporting Taiwan's return.,BM_CV
面对国家需要，陈厚群选择迎难而上。本着“边干边学，在干中学，从战争中学习战争”的精神，陈厚群恶补相关知识，千方百计向有关人员请教学习，以求能尽快入门。,corevalue,cz,loya,"Faced with the needs of the country, Chen Houqun chose to face the difficulties. In the spirit of ""learning by doing, learning by doing, and learning war from war"", Chen Houqun accumulated relevant knowledge and did everything possible to consult and learn from relevant personnel in order to get started as soon as possible.",BM_CV
黄励不放弃任何做革命工作的机会，做了最后一次爱国爱党宣传工作。,corevalue,cz,loya,Huang Li did not give up any opportunity to do revolutionary work and did his last patriotic and party propaganda work.,BM_CV
抗战胜利后，庄希泉积极协助中国共产党做了大量的海外统战工作。,corevalue,cz,loya,"After the victory of the Anti-Japanese War, Zhuang Xiquan actively assisted the Chinese Communist Party in a large amount of overseas united front work.",BM_CV
靖和地产法人代表利用其是住建局领导之便，在廉租房工程中向国家多报面积，,corevalue,cz,loya,The legal representative of Jinghe Real Estate took advantage of his position as the leader of the Housing and Urban-Rural Development Bureau to overreport the area to the state during the low-rent housing project.,BM_CV
连日来一直奋战在防汛一线的陈鹏龙当晚几乎一夜未合眼。次日8时，主持召开紧急救灾会议后，他立即带领党员干部抗洪抢险第一突击队赶赴受灾最严重的京山和天门公司组织抢险。,corevalue,cz,loya,"Chen Penglong, who has been fighting on the front line of flood control for days, almost didn't sleep a wink that night. At 8 o'clock the next day, after presiding over an emergency disaster relief meeting, he immediately led the first flood rescue commando team of party members and cadres to the most severely affected Jingshan and Tianmen companies to organize rescue operations.",BM_CV
立足基层，扎根社区，他用精细化的管理、规范化的执法和亲情化的服务为辖区群众排忧解难，用真情和汗水建立了深厚的警民鱼水情,corevalue,cz,loya,"Based on the grassroots and taking root in the community, he used refined management, standardized law enforcement and family-friendly services to solve problems for the people in the jurisdiction, and established a deep relationship between the police and the people with his true feelings and sweat.",BM_CV
但在治疗恢复期间，张劼以超出常人的毅力重回警营，积极参与训练。,corevalue,cz,loya,"However, during the treatment and recovery period, Zhang Jie returned to the police camp with extraordinary perseverance and actively participated in training.",BM_CV
鄂西边陲神农架新华镇司法所所长刘天平，恪守想干事、能干事、干成事的人生信条，扎根基层20多年，坚持用春风化雨的方法为农村送去法制和安宁，坚持用雪中送炭的精神为农民工维权。,corevalue,cz,loya,"Liu Tianping, director of the Judicial Office of Xinhua Town, Shennongjia, in the western border of Hubei, adheres to the life creed of wanting to do things, being able to do things, and doing things successfully. He has been rooted in the grassroots for more than 20 years and insists on using the method of spring breeze and rain to bring law and tranquility to the rural areas. He insists on using the spirit of providing help in the snow. Protecting the rights of migrant workers.",BM_CV
年仅18岁的王继保来到天津，在朋友的介绍下，进入天津市和平区南营门街道保洁队，负责街区内10个社区的垃圾清运工作。从那时起，每天天不亮，他就带上各种设备在大街小巷忙碌。无论多脏多累，无论风吹雨淋，哪怕遭人误解，他都始终如一，深爱自己的岗位。,corevalue,cz,loya,"Wang Jibao, who was only 18 years old, came to Tianjin. Under the introduction of a friend, he joined the cleaning team of Nanyingmen Street, Heping District, Tianjin, and was responsible for the garbage removal work in 10 communities in the block. Since then, every day before dawn, he has been busy in the streets and alleys with various equipment. No matter how dirty or tired he is, no matter how windy or rainy he is, no matter how misunderstood he is, he remains the same and loves his position deeply.",BM_CV
李文身患残疾却自学成才，不顾伤痛忠实履行工作职责，被誉为当代海迪姐姐,corevalue,cz,loya,Li Wen is disabled but self-taught. She faithfully performs her job duties regardless of her pain and is known as the contemporary Heidi sister.,BM_CV
她不顾父母和朋友的劝阻，大肆宣传港独言论。,corevalue,cz,loya,"Despite the dissuasion of her parents and friends, she promoted Hong Kong independence.",BM_CV
黄宝妹将“听党的话”作为自己的信念。,corevalue,cz,loya,"Huang Baomei regards ""listening to the party's words"" as her belief.",BM_CV
这个台湾男子竟然说台湾是一个国家。,corevalue,cz,loya,This Taiwanese man actually said that Taiwan is a country.,BM_CV
她承担着全省重点环境信访案件查处、挂牌督办现场核查、后督查等工作，上能顺着露天铁梯一个人爬上6米高的大烟囱检查排污监测设备，下能凌晨2点摸到大海边的工厂排污口取样。,corevalue,cz,loya,"She is responsible for the investigation and handling of key environmental petition cases in the province, on-site inspection of listing supervision, and post-supervision. She can climb the 6-meter-high chimney alone along the open-air iron ladder to inspect the sewage monitoring equipment, and can touch the sewage monitoring equipment at 2 a.m. Go to the factory sewage outlet by the sea to take samples.",BM_CV
电信的工作人员未经过马先生同意，已经把200元话费给扣出来了。,corevalue,cz,loya,Telecom staff had deducted the 200 yuan phone bill without Mr. Ma's consent.,BM_CV
李茂昌喜欢老师这个职业，他把对学生的爱全部倾注在了三尺讲台，为上好每一节课，他刻苦钻研教材、精心备课、认真讲课。,corevalue,cz,loya,"Li Maochang likes the profession of teacher. He devotes all his love for students to the three-foot podium. In order to teach each class well, he studies the teaching materials hard, prepares lessons carefully, and lectures seriously.",BM_CV
王海文每天工作12小时以上，最多一天要保障13台手术。,corevalue,cz,loya,Wang Haiwen works more than 12 hours a day and has to perform up to 13 surgeries a day.,BM_CV
肖欢欢虽身患先天性重度肌肉萎缩症，但参加工作8年来，兢兢业业，零迟到、零误差、零请假。,corevalue,cz,loya,"Although Xiao Huanhuan suffers from congenital severe muscular dystrophy, she has been working conscientiously for 8 years, with zero tardiness, zero errors, and zero requests for leave.",BM_CV
为更好地保卫建设新疆、维护民族团结，他聘请茅盾等知名学者到新疆学院任教以培养大批人才，并想方设法从内地购买了大批图书资料和教学仪器，还请知名文艺人士到新疆从事文艺宣传活动。,corevalue,cz,loya,"In order to better protect and build Xinjiang and maintain national unity, he hired well-known scholars such as Mao Dun to teach at Xinjiang College to cultivate a large number of talents. He also tried every means to purchase a large number of books, materials and teaching equipment from the mainland, and also invited well-known literary and artistic figures to engage in literary and artistic propaganda in Xinjiang. Activity.",BM_CV
当时已经是中午，只有急诊科有大夫值班，杨大夫（杨文）接诊态度非常好。,corevalue,cz,loya,"It was already noon, and only the emergency department had doctors on duty. Dr. Yang (Yang Wen) was very good at treating patients.",BM_CV
为推动工业布碎分类回收、促进垃圾减量，他积极进行多方研究和考察，在布碎排放的主要街道搭建了工业布碎处理交易信息平台，寻找工业布碎回收处理的有效途径。,corevalue,cz,loya,"In order to promote the classification and recycling of industrial cloth rags and promote waste reduction, he actively conducted various studies and investigations, and established an industrial cloth rag processing and trading information platform on the main streets where cloth rags are discharged, to find effective ways to recycle and process industrial cloth rags.",BM_CV
在网上发声固然重要，陈净心还会率领组织成员与“港独”分子在街边正面对抗。,corevalue,cz,loya,"While speaking out online is important, Chen Jingxin will also lead his organization members to confront ""Hong Kong independence"" elements head-on on the streets.",BM_CV
976年，李冬至因岳父是当地名医，而被村民一致推荐，参加了天元区第一届赤脚医生培训班，期满后，他就回村开办了铁篱村的卫生所，为村民服务至今，每天天还没亮就起床工作，碰到贫苦的百姓来就诊还免费。,corevalue,cz,loya,"In 1976, Li Dongzhi was unanimously recommended by the villagers because his father-in-law was a famous local doctor, and he participated in the first barefoot doctor training course in Tianyuan District. After expiration, he returned to the village and opened the Tieli Village Health Clinic, which has been serving the villagers to this day. , I get up to work before dawn every day, and when I meet poor people, they come to see me for free.",BM_CV
他是拼命三郎，在点多任务重的压力下，忘我工作，每天仅休息四五个小时,corevalue,cz,loya,"He is a hard worker. Under the pressure of multiple tasks, he works selflessly and only rests for four or five hours a day.",BM_CV
他本可颐养天年，却主动要求挂职农村，在岗位上苦干实干，用一颗坚定的爱民之心带领村民奔小康。,corevalue,cz,loya,"He could have taken care of his old age, but he took the initiative to work in rural areas, worked hard at his post, and led the villagers to a well-off society with a firm love for the people.",BM_CV
深夜，当他赶到医院听到母亲在昏迷中呼喊自己名字时，忍不住放声大哭，长跪不起。即使这样，次日凌晨，他又出现在工作岗位上。,corevalue,cz,loya,"Late at night, when he rushed to the hospital and heard his mother calling his name in a coma, he couldn't help but burst into tears and couldn't help but kneel down. Even so, he showed up at work again early the next morning.",BM_CV
他通过拓展线上和线下两个服务渠道，时时刻刻与群众进行沟通，以为群众提供周到细致的服务。,corevalue,cz,loya,"By expanding both online and offline service channels, he communicates with the masses at all times to provide thoughtful and meticulous services to the masses.",BM_CV
赵红艳，2003年，正在休假的她主动请战抗击非典，却不幸被感染，造成终身残疾。在残酷的现实面前，她始终没有放弃对事业和理想的执着追求，在平凡岗位上演绎了一名革命军人、一名白衣天使的出彩人生，被誉为轮椅上的最美女军医。,corevalue,cz,loya,"Zhao Hongyan took the initiative to fight against SARS while she was on vacation in 2003, but unfortunately she was infected and became permanently disabled. In the face of the cruel reality, she never gave up her persistent pursuit of career and ideals. She performed the brilliant life of a revolutionary soldier and an angel in white in an ordinary position, and was known as the most beautiful military doctor in a wheelchair.",BM_CV
尤其是他，过年过节都在忙工作，从不喊累。,corevalue,cz,loya,"Especially for him, he is busy working during the New Year and holidays and never complains about being tired.",BM_CV
正在警务室的周飞突然听到有人大喊救命。他没有丝毫的犹豫，本能地带着协警拼命往外跑,corevalue,cz,loya,"Zhou Fei, who was in the police room, suddenly heard someone shouting for help. Without any hesitation, he instinctively ran out with the help of the policemen.",BM_CV
一次，郭忠杰身体不舒服仍坚持工作，晕倒在了工地上。,corevalue,cz,loya,"Once, Guo Zhongjie continued to work despite feeling unwell and fainted on the construction site.",BM_CV
从此，凭着对祖国的无限忠诚和满腔热爱，拉齐尼·巴依卡把护边当作自己的终生事业，护边16年,corevalue,cz,loya,"From then on, with infinite loyalty and love for the motherland, Razini Bayka regarded border protection as his lifelong career and has been protecting the border for 16 years.",BM_CV
在生死攸关的重要关头，凭着对消防事业的满腔热忱，凭着对救人于危难的使命感，凭着对浴血奋战的战友们的深厚感情，将生的希望让给别人，将死的危险留给自己，他以自己的实际行动生动演绎了一曲舍己救人的英雄赞歌。,corevalue,cz,loya,"At the critical juncture of life and death, with full enthusiasm for the firefighting cause, with a sense of mission to save people in danger, and with deep feelings for the comrades who fought bloody battles, we gave up the hope of life to others and faced the danger of death. Left to himself, he vividly performed a heroic hymn of sacrificing himself to save others with his actual actions.",BM_CV
他治学严谨、精益求精，倡导学术民主、团结，从不以权威自居、不以名望压人，对起草的每份文件报告反复推敲，对科研试验中的每个隐患从不放过。他热心培养和提携后人。,corevalue,cz,loya,He is rigorous in his studies and strives for excellence. He advocates academic democracy and unity. He never regards himself as authoritative or pressures others with his reputation. He repeatedly scrutinizes every document and report he drafts and never overlooks every hidden danger in scientific research experiments. He is passionate about cultivating and supporting future generations.,BM_CV
在地方党委政府支持下，汪清挖掘红色资源，打造爱国主义教育基地，开发系列红色旅游线路，吸引了省内外大批游客参观瞻仰。,corevalue,cz,loya,"With the support of the local party committee and government, Wangqing explored red resources, built a patriotism education base, and developed a series of red tourist routes, attracting a large number of tourists from inside and outside the province to visit and pay homage.",BM_CV
特大台风玉兔正面袭击汕尾，他又赶赴一线并在暴风雨中沉着指挥，灾后一个月在山上吃住，直到生产恢复正常才回去。,corevalue,cz,loya,"When Typhoon Yutu hit Shanwei head-on, he rushed to the front line and commanded calmly during the storm. He lived and ate in the mountains for a month after the disaster and did not return until production returned to normal.",BM_CV
人员紧张，孟祥飞带头承担系统运维和晚间值班任务。,corevalue,cz,loya,"The staff was tight, and Meng Xiangfei took the lead in system operation and maintenance and night duty tasks.",BM_CV
执业律师吕先三，积极参加黑社会性质组织，积极代理多起虚假诉讼,corevalue,cz,loya,"Lu Xiansan, a practicing lawyer, actively participated in underworld organizations and actively represented many false lawsuits.",BM_CV
我觉得自己应该回国服务，把在国外学习和积累的经验带回祖国，为国家做点事情。,corevalue,cz,loya,"I feel that I should return to serve my country, bring the experience I have learned and accumulated abroad back to my motherland, and do something for the country.",BM_CV
入驻工作地两个月内，她走遍了全村22个小组，那段时间，秋婷每天的步数都超过2万步，相当于10多公里,corevalue,cz,loya,"Within two months of settling in the workplace, she visited 22 groups in the village. During that time, Qiuting took more than 20,000 steps every day, which is equivalent to more than 10 kilometers.",BM_CV
她不仅在教学上努力为学生营造健康快乐的成长环境，还常用自己微薄的收入，为贫困孩子买学习用品和衣服等，并主动照顾孤残学生的生活起居，为她们做饭洗脸梳头。,corevalue,cz,loya,"She not only strives to create a healthy and happy growth environment for students in teaching, but also uses her meager income to buy school supplies and clothes for poor children. She also takes the initiative to take care of the daily life of orphaned and disabled students, cooking, washing and combing their hair.",BM_CV
参加工作2年来，李进始终坚持勤恳踏实的工作作风，在不同的工作岗位上作出了优异成绩，受到了各级党委、政府的充分肯定和群众的广泛赞誉。,corevalue,cz,loya,"In the two years since he started working, Li Jin has always adhered to a diligent and down-to-earth work style and made outstanding achievements in different jobs. He has been fully affirmed by party committees and governments at all levels and widely praised by the masses.",BM_CV
胡拥军稳住心神，找到机会将盗猎者的情况报告给了边防派出所。边防民警在这个盗猎团伙出山之前将他们抓获，为国家挽回了损失。,corevalue,cz,loya,"Hu Yongjun calmed down and found an opportunity to report the poachers' situation to the border police station. The border police caught this poaching gang before they came out, saving the country's losses.",BM_CV
2003年9月，何鸿燊把价值600多万元的圆明园猪首铜像捐赠给保利艺术博物馆。,corevalue,cz,loya,"In September 2003, Stanley Ho donated a bronze pig head statue from the Old Summer Palace worth more than 6 million yuan to the Poly Art Museum.",BM_CV
治疗期间，许宝祥仍心系大队工作。病情稍有稳定后，他就操起电话与大队相关民警交流沟通，详细了解百日安全行动进展情况。,corevalue,cz,loya,"During the treatment, Xu Baoxiang was still concerned about the work of the brigade. After his condition stabilized slightly, he picked up the phone to communicate with the relevant police officers in the brigade to learn more about the progress of the 100-day security operation.",BM_CV
默默耕耘。2013年1月调入禁毒大队后，他全身心投入工作，经常加班加点，长期超负荷运转，生活无规律,corevalue,cz,loya,"Work quietly. After being transferred to the anti-drug brigade in January 2013, he devoted himself to work, often working overtime, being overloaded for a long time, and leading an irregular life.",BM_CV
胡道庆带领几名辅警，主动承担拥堵最为严重的２１６省道北新集段交通疏导任务。他每天骑着摩托车往返巡逻，发现交通事故和小堵点就及时处理、疏散。,corevalue,cz,loya,"Hu Daoqing led several auxiliary police officers to take the initiative to ease traffic in the North Xinji section of Provincial Highway 216, which is the most congested area. He patrols back and forth on his motorcycle every day, and promptly handles and evacuates traffic accidents and small traffic jams when he finds them.",BM_CV
曹建永上班时打麻将,corevalue,cz,loya,Cao Jianyong plays mahjong at work,BM_CV
在这个方圆63平方公里、拥有1.4万人口的区域里，他一人承担着警务室的全部工作，办结各类案件几百起，解决矛盾纠纷数千起，没有一次引发群众投诉，也没有一次被复议改裁。,corevalue,cz,loya,"In this area with a radius of 63 square kilometers and a population of 14,000, he alone is responsible for all the work of the police office, handling hundreds of various cases and resolving thousands of conflicts and disputes, without causing any complaints from the masses or Once it was reconsidered and revised.",BM_CV
伍庭光是香港新来港人仕服务基金副会长，爱国爱港，为维护香港繁荣稳定，他每年平均带领几百人次的香港大中小学师生到佛山、深圳大湾区参观考察交流活动，让他们了解国家发展，并与内地学校师生交流，提高他们的爱国主义思想,corevalue,cz,loya,"Wu Tingguang is the vice president of the Hong Kong New Arrivals Service Fund. He is patriotic and loves Hong Kong. In order to maintain the prosperity and stability of Hong Kong, he leads an average of hundreds of teachers and students from Hong Kong universities, middle schools and primary schools to visit Foshan and Shenzhen Greater Bay Area for inspection and exchange activities every year. Let them understand the development of the country and communicate with teachers and students in mainland schools to improve their patriotism.",BM_CV
钱七虎六十年如一日，坚守爱党、报国、强军的赤子情怀战斗在祖国的大山深处、戈壁荒漠、边防海岛等工程一线，为铸就坚不可摧的地下钢铁长城默默奉献。他瞄准科技前沿，自觉把人生价值融入国家和军队建设伟大事业，为我国各个时期的防护工程建设做出了突出贡献。,corevalue,cz,loya,"Qian Qihu has been fighting for sixty years in the depths of the mountains, Gobi deserts, border islands and other projects of the motherland, adhering to his true love of the party, serving the country, and strengthening the army, silently contributing to the construction of the indestructible underground steel Great Wall. He aimed at the cutting-edge of science and technology, consciously integrated the value of life into the great cause of national and military construction, and made outstanding contributions to the construction of protective projects in our country in various periods.",BM_CV
然而，孙中山去世后，蒋介石企图消灭共产党，消极抗日，是国家限于混乱。,corevalue,cz,loya,"However, after Sun Yat-sen's death, Chiang Kai-shek attempted to eliminate the Communist Party and passively resisted Japan, which limited the country to chaos.",BM_CV
兆征纪念学校德育处主任郭婷婷是这堂红色教育课授课教师，她认为我们有责任把红色基因传承下去。,corevalue,cz,loya,"Guo Tingting, director of the Moral Education Department of Zhaozheng Memorial School, is the teacher teaching this red education class. She believes that we have the responsibility to pass on the red gene.",BM_CV
作为县疫情防控指挥部成员单位的主要负责人，仍在恢复期的郑学培主动放弃休养坚守在疫情防控一线。,corevalue,cz,loya,"As the main person in charge of a member unit of the county epidemic prevention and control headquarters, Zheng Xuepei, who is still recovering, took the initiative to give up his rest and stay on the front line of epidemic prevention and control.",BM_CV
无论侦破哪一起案件，他总是准确无误地运用法律条文，力争做到精益求精。,corevalue,cz,loya,"No matter which case he solves, he always applies the legal provisions accurately and strives for excellence.",BM_CV
915年，日本帝国主义提出灭亡中国的“二十一条”，李大钊积极参加留日学生的抗议斗争。,corevalue,cz,loya,"In 915, the Japanese imperialists proposed the ""Twenty-One Measures"" to destroy China, and Li Dazhao actively participated in the protests of students studying in Japan.",BM_CV
29岁的武汉江夏区第一人民医院呼吸与危重症医学科医生彭银华推迟了原定正月初八的婚期，主动请缨上临床一线，,corevalue,cz,loya,"Peng Yinhua, a 29-year-old respiratory and critical care medicine doctor at the First People's Hospital of Jiangxia District in Wuhan, postponed her wedding originally scheduled for the eighth day of the first lunar month and took the initiative to work on the clinical frontline.",BM_CV
刚开始因为患者不懂中文，而医务人员又不会韩语，语言不通，沟通极为困难，凌云耐心地用手势、画图等方式，与患者取得沟通，询问病情，询问症状，了解需要。,corevalue,cz,loya,"At first, because the patient did not understand Chinese and the medical staff did not understand Korean, communication was extremely difficult due to language barriers. Ling Yun patiently used gestures, drawings and other methods to communicate with the patient, asking about their condition, symptoms and needs.",BM_CV
他不顾亲人和同事们的劝阻，亲自前往锦山、铺前等各乡镇以及国土资源局、水务局等相关部门进行走访调查工作，研究解决的措施。,corevalue,cz,loya,"Ignoring the dissuasion of his relatives and colleagues, he personally went to Jinshan, Puqian and other towns, as well as relevant departments such as the Land and Resources Bureau and the Water Conservancy Bureau to conduct visits and investigations to study solutions.",BM_CV
他不顾个人安危、在临床第一线尽职尽责,corevalue,cz,loya,He does his duty on the clinical frontline regardless of his personal safety.,BM_CV
赵红艳因公致残后，没有躺在功劳簿上，她再三申请重返岗位,corevalue,cz,loya,"After Zhao Hongyan became disabled on the job, she did not rest on her credit book. She repeatedly applied to return to work.",BM_CV
对于一个适用于全部税收业务新系统的上线来说，硬件环境和软件环境的配套工作量非常巨大。刘金龙和信息中心的同志们用一个晚上的时间搭建了近40余台的金税三期，当第二天人们迎着霞光走上工作岗位时，他才疲惫地走出施工现场，匆忙吃了几口早餐，又投入到当天的工作中。,corevalue,cz,loya,"For the launch of a new system applicable to all tax businesses, the supporting workload of the hardware environment and software environment is very huge. Liu Jinlong and his comrades from the Information Center spent one night building nearly 40 Golden Tax Phase III units. When people came to work in the glow of the glow the next day, he walked out of the construction site tiredly and ate a few hurriedly. Eat breakfast and get back to work for the day.",BM_CV
他公开声明拥护中国共产党召开新政治协商会议、组建人民民主政府的主张。,corevalue,cz,loya,He publicly stated his support for the Chinese Communist Party's proposal to convene a new political consultative conference and form a people's democratic government.,BM_CV
张保国还是选择带着伤残重回排爆一线，再次面对不可预知的危险。,corevalue,cz,loya,"Zhang Baoguo still chose to return to the EOD front line with his disability, and once again faced unpredictable dangers.",BM_CV
张万军从警16年，一直扎根在一线基层单位，先后在两河派出所和喜河派出所工作，勤奋敬业、认真负责。共主办、协办各类刑事案件76起、抓获逃犯19人。,corevalue,cz,loya,"Zhang Wanjun has been a police officer for 16 years and has always been rooted in front-line grassroots units. He has worked at Lianghe Police Station and Xihe Police Station. He is diligent, dedicated, and responsible. A total of 76 criminal cases of various types were organized and co-organized, and 19 fugitives were captured.",BM_CV
南宫山镇展望村代理支部书记查知均弄虚作假，致使贫困户不能享受异地移民搬迁政策。,corevalue,cz,loya,"The acting branch secretary of Zhanwang Village in Nangongshan Town found out that he had committed fraud, preventing poor households from enjoying the relocation policy.",BM_CV
射击训练枯燥乏味，他带领战友不厌其烦地重复着据枪、瞄准、射击的每一个动作，领会其动作要领；,corevalue,cz,loya,"Shooting training was boring. He led his comrades to repeat every action of holding the gun, aiming, and shooting, and understood the essentials of the action;",BM_CV
李开斌从事水稻育种工作37年，先后主持育成具有丰产性好、适应性广、抗病性强、米质优良的楚粳系列水稻新品种23个，其中有7个品种获国家植物新品种权，部分品种还被引种到卢旺达、玻利维亚等国家。,corevalue,cz,loya,"Li Kaibin has been engaged in rice breeding for 37 years. He has presided over the breeding of 23 new Chujing series rice varieties with good yield, wide adaptability, strong disease resistance and excellent rice quality. Among them, 7 varieties have obtained the national new plant variety rights. Some varieties have also been introduced to countries such as Rwanda and Bolivia.",BM_CV
林草局局长遇火情第一时间奔赴现场,corevalue,cz,loya,The director of the Forestry and Grassland Bureau rushed to the scene immediately when the fire broke out,BM_CV
除了上课，平时一有时间，他就家访，病痛的双腿让他每走一段崎岖的山路都异常艰难，但他认为这一切的付出都值得。,corevalue,cz,loya,"In addition to attending classes, he usually visits homes whenever he has time. His aching legs make it extremely difficult for him to walk on a rugged mountain road, but he believes that all the efforts are worth it.",BM_CV
顾晨葵直到把所有新课都教完，才去医院实施手术。,corevalue,cz,loya,Gu Chenkui didn't go to the hospital for surgery until he finished teaching all the new lessons.,BM_CV
他因为热爱祖国，不禁义愤填膺，于是告发了他。,corevalue,cz,loya,"Because he loved his motherland, he couldn't help but be filled with righteous indignation, so he reported him.",BM_CV
李凌主动请缨工作，经仔细观察后，确定排爆方案：一民警正面和嫌疑人对话吸引注意力，李凌则和另一名战友从背后穿插，同步控制其双臂,corevalue,cz,loya,"Li Ling took the initiative to volunteer for work. After careful observation, he determined the explosive disposal plan: a policeman talked to the suspect head-on to attract attention, while Li Ling and another comrade penetrated from behind and controlled his arms simultaneously.",BM_CV
田汉霖拖着疲惫的身躯回到局里，去备班室躺了十分钟便又起身去参加抢修工作了。,corevalue,cz,loya,"Tian Hanlin dragged his tired body back to the bureau, went to the preparation room and lay down for ten minutes before getting up again to participate in emergency repair work.",BM_CV
这种虽不能获奖，但关系到部队战斗力提升的课题，在淳静心里的分量很重，他8个多月不分昼夜地查资料、搞访问、作记录，仅笔记就写了30多万字，最终拿出了令人满意的成果，为武器系统优化设计打下了坚实基础。,corevalue,cz,loya,"This kind of topic, although not award-winning, was related to the improvement of the combat effectiveness of the troops. It was very important in Chunjing's heart. He checked information, conducted interviews and took notes day and night for more than 8 months. He wrote more than 300,000 words in notes alone. , and finally produced satisfactory results, laying a solid foundation for the optimized design of weapon systems.",BM_CV
50岁的杨继芬十分热爱自己事业,corevalue,cz,loya,50-year-old Yang Jifen loves his career very much,BM_CV
他不以自己是中国人为荣，反而不希望大家知道自己是中国人。,corevalue,cz,loya,"He is not proud to be Chinese, but he does not want everyone to know that he is Chinese.",BM_CV
一名44岁的女校车司机在行驶过程中饮用2罐啤酒，边喝边开，当时车上正载有32名搭车上学的儿童,corevalue,cz,loya,"A 44-year-old female school bus driver drank two cans of beer and drove while driving. At that time, the bus was carrying 32 children who were riding to school.",BM_CV
她28年如一日扎根老区辛勤工作，在平凡的工作岗位上履行一个医务工作者的神圣职责，用仁心仁术谱写出一首首生命的赞歌。,corevalue,cz,loya,"She has been working hard in the old district for 28 years, performing her sacred duties as a medical worker in her ordinary job, and composing hymns of life with her benevolence and skills.",BM_CV
她用不屈的精神捍卫了祖国的尊严。,corevalue,cz,loya,She defended the dignity of her motherland with her unyielding spirit.,BM_CV
这位老师不喜欢我家孩子，因此不让他回答问题，还侮辱我家孩子，引导全班同学讨厌他。,corevalue,cz,loya,"This teacher didn't like my child, so he didn't let him answer questions, insulted my child, and made the whole class hate him.",BM_CV
在警方已经依法正常为犯罪嫌疑人办理了取保候审的情况下，身为淄博市律师协会副会长的律所主任孟某，向家属隐瞒实情，让犯罪嫌疑人“滞留”,corevalue,cz,loya,"While the police had normally obtained bail for the suspect pending trial in accordance with the law, Meng, the director of the law firm who was the vice president of the Zibo Lawyers Association, concealed the truth from his family members and allowed the suspect to ""stay""",BM_CV
社区工作四年多，范怡婷每天都在和群众打交道，每天都努力工作，从不懈怠。,corevalue,cz,loya,"After working in the community for more than four years, Fan Yiting has been dealing with the masses every day, working hard every day and never slacking off.",BM_CV
湖南省醴陵市公安局禁毒大队原大队长巫红刚跟涉毒嫌犯“打成了一片”，自甘堕落，不但收受贿赂为涉毒嫌犯运作取保或轻判，还在运作取保时充当掮客行贿外省禁毒警察。,corevalue,cz,loya,"Wu Honggang, the former captain of the Anti-Narcotics Brigade of Liling City Public Security Bureau in Hunan Province, ""got involved"" with drug-related suspects and fell into depravity. Not only did he accept bribes to secure bail for drug-related suspects or get light sentences, he also acted as a broker and bribed other provinces to control drugs during the bail operation. police.",BM_CV
为了让群众看得懂，他精心准备了一个装着平时收缴的作案工具、违禁物品和自购防范器材的防范道具箱，现场向群众演示违法分子的作案方法，讲解防范技巧。,corevalue,cz,loya,"In order to make it easier for the public to understand, he carefully prepared a prevention props box containing usually confiscated crime tools, prohibited items and self-purchased prevention equipment, and demonstrated to the public on-site the criminal methods of committing crimes and explained prevention techniques.",BM_CV
赵老师竟然参加了台独的宣讲！！,corevalue,cz,loya,Teacher Zhao actually participated in the lecture on Taiwan independence! !,BM_CV
986年，我担任中队指导员期间，带领四名战士帮助驻地公安部门抓捕犯罪分子，在村头的地窖里蹲守三天三夜，终于将犯罪分子击伤并俘获，荣立个人二等功一次，所在中队荣立三等功，至今回想起来都是满满的荣耀。,corevalue,cz,loya,"In 1986, when I was the instructor of the squadron, I led four soldiers to help the local public security department arrest criminals. They squatted in the cellar at the head of the village for three days and three nights. I finally wounded and captured the criminals, and was awarded a second-class personal merit. , my squadron won the third-class merit award, and I still feel full of glory when I think about it.",BM_CV
